ID,ROLES,SALARY,EDUCATION,EXPERIENCE,NOC CODE,TEER,BUSINESS,LOCATIONS,PUBLISHED DATES,EMPLOYMENT TYPE,JOB DURATION,WEEKLY HOURS,VACANCIES,WORK PERMIT
41267803,office administrator,$26.92,Secondary (high) school graduation certificate,1 year to less than 2 years,13100,3,PN RESEARCH AND CONSULTING INC.,Mississauga (ON),"June 13, 2024",Full time,Permanent employment,30 to 35 hours per week,1,No
41267780,food service supervisor,$18.65,Secondary (high) school graduation certificate,1 year to less than 2 years,62020,2,Rolly Polly Cow,Brampton (ON),"June 13, 2024",Full time,Permanent employment,35 to 40 hours per week,1,No
41537777,transportation logistics supervisor,$28.75,College/CEGEP,1 year to less than 2 years,12013,2,Canvas Trucking Inc.,Brampton (ON),"June 13, 2024",Full time,Permanent employment,30 to 44 hours per week,2,Yes
41267748,food service supervisor,$18.00,Secondary (high) school graduation certificate,1 year to less than 2 years,62020,2,Rolly Polly Cow,Mississauga (ON),"June 13, 2024",Full time,Permanent employment,35 to 40 hours per week,1,No
41267696,cook,$17.50,Secondary (high) school graduation certificate,1 year to less than 2 years,63200,3,The Players Lounge,Bonnyville (AB),"June 13, 2024",Full time,Permanent employment,35 hours per week,5,No
41267675,aluminum door and window installer,$29.50,Secondary (high) school graduation certificate,Will train,73200,3,2215078 Alberta INC,Edmonton (AB),"June 13, 2024",Full time,Permanent employment,40 hours per week,2,No
41267647,retail store supervisor,$19.00,Secondary (high) school graduation certificate,1 year to less than 2 years,62010,2,2671859 Ontario Inc.,Kingston (ON),"June 13, 2024",Full time,Permanent employment,35 hours per week,1,No
41267381,early childhood educator (ECE),$19.00,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",1 year to less than 2 years,42202,2,371357 Alberta Inc.,Edmonton (AB),"June 13, 2024",Full time,Permanent employment,30 to 40 hours per week,1,No
41267351,food service supervisor,$18.65,Secondary (high) school graduation certificate,1 year to less than 2 years,62020,2,Bar Burrito,Sherwood Park (AB),"June 13, 2024",Full time,Permanent employment,35 to 40 hours per week,2,No
41267326,sales supervisor,$20.85,Secondary (high) school graduation certificate,1 to less than 7 months,62010,2,14866321 Canada Inc,Thunder Bay (ON),"June 13, 2024",Full time,Permanent employment,35 hours per week,2,No
41267289,housekeeper,$17.25,"No degree, certificate or diploma",Experience an asset,65310,5,Kimberly Barclay,Parkland (AB),"June 13, 2024",Full time,Permanent employment,30 to 35 hours per week,1,Yes
41267271,diesel mechanic,$32.00,Secondary (high) school graduation certificate,7 months to less than 1 year,72401,2,CH LOGISTICS,Burlington (ON),"June 13, 2024",Full time,Permanent employment,35 hours per week,1,Yes
41266599,store clerk,$16.55,"No degree, certificate or diploma",Will train,64100,4,GEELAND INTERNATIONAL GROCERY,Ottawa (ON),"June 13, 2024",Full time,Permanent employment,30 to 40 hours per week,1,No
41266589,retail store supervisor,$20.00,Secondary (high) school graduation certificate,1 year to less than 2 years,62010,2,GEELAND INTERNATIONAL GROCERY,Ottawa (ON),"June 13, 2024",Full time,Permanent employment,40 hours per week,1,No
41266567,automotive service technician,$30.60,Secondary (high) school graduation certificate,3 years to less than 5 years,72410,2,Northern Nissan,Sudbury (ON),"June 13, 2024",Full time,Permanent employment,40 hours per week,1,Yes
41266529,food service supervisor,$17.50,Secondary (high) school graduation certificate,1 year to less than 2 years,62020,2,Restaurex Corporation,Ponoka (AB),"June 13, 2024",Full time,Permanent employment,30 to 35 hours per week,2,No
41266527,food counter attendant,$15.00,"No degree, certificate or diploma",Will train,65201,5,Restaurex Corporation,Ponoka (AB),"June 13, 2024",Full time,Permanent employment,30 to 35 hours per week,2,No
41266512,head dispatcher,$28.50,College/CEGEP,1 year to less than 2 years,12013,2,SYNDICATE GROUP,Brampton (ON),"June 13, 2024",Full time,Permanent employment,32 to 37.5 hours per week,1,No
41266509,automotive service technician,$30.60,Secondary (high) school graduation certificate,3 years to less than 5 years,72410,2,Laking Toyota,Sudbury (ON),"June 13, 2024",Full time,Permanent employment,40 hours per week,2,Yes
41266494,food counter attendant,$15.00,"No degree, certificate or diploma",Will train,65201,5,Restaurex Corporation,Blackfalds (AB),"June 13, 2024",Full time,Permanent employment,30 to 35 hours per week,2,No
41266477,retail store supervisor,$23.08,Secondary (high) school graduation certificate,1 to less than 7 months,62010,2,Lucky NE Edmonton LP,Edmonton (AB),"June 13, 2024",Full time,Permanent employment,40 hours per week,2,Yes
41266475,food service supervisor,$17.50,Secondary (high) school graduation certificate,1 year to less than 2 years,62020,2,Restaurex Corporation,Blackfalds (AB),"June 13, 2024",Full time,Permanent employment,30 to 35 hours per week,2,No
41266467,food counter attendant,$15.50,"No degree, certificate or diploma",Will train,65201,5,Restaurex Corporation,Calgary (AB),"June 13, 2024",Full time,Permanent employment,30 to 35 hours per week,2,No
41266464,food counter attendant,$15.00,"No degree, certificate or diploma",Will train,65201,5,Restaurex Corporation,Sylvan Lake (AB),"June 13, 2024",Full time,Permanent employment,30 to 35 hours per week,2,No
41266462,food service supervisor,$17.50,Secondary (high) school graduation certificate,1 year to less than 2 years,62020,2,Restaurex Corporation,Sylvan Lake (AB),"June 13, 2024",Full time,Permanent employment,30 to 35 hours per week,2,No
41266240,food counter attendant,$15.00,"No degree, certificate or diploma",Will train,65201,5,Restaurex Corporation,Red Deer (AB),"June 13, 2024",Full time,Permanent employment,30 to 35 hours per week,2,No
41266170,retail store supervisor,$20.00,Secondary (high) school graduation certificate,7 months to less than 1 year,62010,2,2858082 Ontario Inc,Rockton (ON),"June 13, 2024",Full time,Permanent employment,33 to 40 hours per week,2,Yes
41265508,food service supervisor,$30.00,Secondary (high) school graduation certificate,7 months to less than 1 year,62020,2,Buster's Pizza and Donair,Hinton (AB),"June 13, 2024",Full time,Permanent employment,35 hours per week,1,Yes
41265491,cook,$17.00,Secondary (high) school graduation certificate,1 year to less than 2 years,63200,3,De afric restaurant Inc.,Ottawa (ON),"June 13, 2024",Full time,Permanent employment,30 hours per week,3,Yes
41265481,retail store supervisor,$19.33,Secondary (high) school graduation certificate,1 to less than 7 months,62010,2,1000544039 Ontario Inc.,Port Hope (ON),"June 13, 2024",Full time,Permanent employment,35 to 40 hours per week,1,No
41265473,office manager,$27.00,"College, CEGEP or other non-university certificate or diploma from a program of 3 months to less than 1 year",7 months to less than 1 year,13100,3,Equipment Canada Sanitation Solutions Inc.,Burlington (ON),"June 13, 2024",Full time,Permanent employment,30 hours per week,1,Yes
41265468,food service supervisor,$17.00,Secondary (high) school graduation certificate,1 year to less than 2 years,62020,2,Taco Bell,Concord (ON),"June 13, 2024",Full time,Permanent employment,30 to 40 hours per week,1,Yes
41265464,cleaner,$18.00,Secondary (high) school graduation certificate,Experience an asset,65310,5,2450107 ALBERTA INC,Calgary (AB),"June 13, 2024",Full time,Permanent employment,30 to 35 hours per week,1,No
41317340,food service supervisor,$17.50,Secondary (high) school graduation certificate,1 to less than 7 months,62020,2,Lenkova Ltd,Hamilton (ON),"June 13, 2024",Full time,Permanent employment,30 to 40 hours per week,1,Yes
41265385,fast food restaurant manager,$22.00,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",7 months to less than 1 year,60030,0,Ronin Bask Inc.,Etobicoke (ON),"June 13, 2024",Full time,Permanent employment,32 to 40 hours per week,1,No
41264996,construction project manager,$53.00,College/CEGEP,2 years to less than 3 years,70010,0,Skyview General Contracting Ltd.,Holland Landing (ON),"June 13, 2024",Full time,Permanent employment,30 to 44 hours per week,1,Yes
41264976,operations officer - administration,$27.00,Secondary (high) school graduation certificate,1 year to less than 2 years,13100,3,D4 Logistics Inc.,Mississauga (ON),"June 13, 2024",Full time,Permanent employment,40 hours per week,1,No
41264952,administrative officer,$28.85,Secondary (high) school graduation certificate,Experience an asset,13100,3,Monakko Developments Inc,Pickering (ON),"June 13, 2024",Full time,Permanent employment,30 hours per week,1,Yes
41264948,esthetician,$19.00,Secondary (high) school graduation certificate,Experience an asset,63211,3,Evershine Beauty Spa INC,Edmonton (AB),"June 13, 2024",Full time,Permanent employment,35 hours per week,2,No
41264886,shift manager - fast food restaurant,$17.50,Secondary (high) school graduation certificate,1 year to less than 2 years,62020,2,1000467904 Ontario Inc,Etobicoke (ON),"June 13, 2024",Full time,Permanent employment,30 to 40 hours per week,1,Yes
41264505,retail store supervisor,$22.00,Secondary (high) school graduation certificate,1 year to less than 2 years,62010,2,Beeton Gas Bar,Beeton (ON),"June 13, 2024",Full time,Permanent employment,35 hours per week,1,No
41264495,housekeeper,$17.10,"No degree, certificate or diploma",Will train,65310,5,Mohamed Abdelkader,Waterloo (ON),"June 13, 2024",Full time,Permanent employment,40 hours per week,1,Yes
41264483,senior financial analyst,0.00,Bachelor's degree,3 years to less than 5 years,11101,1,EXTENDICARE (CANADA) INC.,Markham (ON),"June 13, 2024",Full time,Permanent employment,37.5 to 44 hours per week,1,Yes
41264457,shipper-receiver,$17.35,Secondary (high) school graduation certificate,Will train,14400,4,The Brick,Peace River (AB),"June 13, 2024",Full time,Permanent employment,40 hours per week,2,Yes
41264444,quality control technologist - food processing,$24.31,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",2 years to less than 3 years,22100,2,G. Brandt Meat Packers Limited,Mississauga (ON),"June 13, 2024",Full time,Permanent employment,40 hours per week,1,Yes
41264422,painter,$25.00,Secondary (high) school graduation certificate,2 years to less than 3 years,73112,3,DreamArt Painting Ltd,Edmonton (AB),"June 13, 2024",Full time,Permanent employment,40 hours per week,2,Yes
41264421,barber,$29.50,Secondary (high) school graduation certificate,1 year to less than 2 years,63210,3,Lush Locs Hair Salon Ltd,Edmonton (AB),"June 13, 2024",Full time,Permanent employment,32 to 40 hours per week,2,Yes
41264413,administration officer,$20.00,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",1 year to less than 2 years,13100,3,Master Performance Truck & Trailer Repairs Inc.,Brampton (ON),"June 13, 2024",Full time,Permanent employment,33 hours per week,1,No
41264390,cook,$17.00,"No degree, certificate or diploma",7 months to less than 1 year,63200,3,Ocean Palate Brampton Inc.,Brampton (ON),"June 13, 2024",Full time,Permanent employment,35 hours per week,2,No
41264383,cook,$17.50,Secondary (high) school graduation certificate,1 year to less than 2 years,63200,3,PIZZA STATION INC.,Morinville (AB),"June 13, 2024",Full time,Permanent employment,32 hours per week,2,No
41264384,nanny,$19.00,Secondary (high) school graduation certificate,1 year to less than 2 years,44100,4,Eden Goldberg,Toronto (ON),"June 13, 2024",Full time,Permanent employment,40 hours per week,1,Yes
41264378,software engineer,$53.00,Bachelor's degree,2 years to less than 3 years,21231,1,Freshfresh Alberta Co. Ltd.,Calgary (AB),"June 13, 2024",Full time,Permanent employment,30 hours per week,1,No
41264088,cook,$17.00,"No degree, certificate or diploma",7 months to less than 1 year,63200,3,ROSHAN CATERING LTD.,Calgary (AB),"June 13, 2024",Full time,Permanent employment,30 to 35 hours per week,4,No
41264083,"secretary, school",$25.00,College/CEGEP,2 years to less than 3 years,13110,3,Baibombeh Anishinabe School,Pawitik (ON),"June 13, 2024",Full time,Permanent employment,30 hours per week,1,Yes
41264079,personal support worker – nursing care,$24.86,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",Experience an asset,33102,3,Benevolent Society Heidehof For the Care of the Aged,St. Catharines (ON),"June 13, 2024",Full time,Permanent employment,30 to 40 hours per week,3,Yes
41460115,licensed practical nurse (L.P.N.),$28.15,"College, CEGEP or other non-university certificate or diploma from a program of 3 months to less than 1 year",Experience an asset,32101,2,YARROW LIMITED PARTNERSHIP,Lac La Biche (AB),"June 13, 2024",Full time,Permanent employment,40 hours per week,2,Yes
41263552,home support worker,$20.00,Secondary (high) school graduation certificate,7 months to less than 1 year,44101,4,Leigh Ann Pitre,Innisfil (ON),"June 13, 2024",Full time,Permanent employment,35 to 40 hours per week,1,Yes
41263539,store manager - retail,$39.00,College/CEGEP,1 year to less than 2 years,60020,0,14137493 CANADA INC.,Sault Ste. Marie (ON),"June 13, 2024",Full time,Permanent employment,30 hours per week,1,No
41263530,retail store supervisor,$19.00,Secondary (high) school graduation certificate,7 months to less than 1 year,62010,2,14137493 CANADA INC.,Sault Ste. Marie (ON),"June 13, 2024",Full time,Permanent employment,30 hours per week,1,No
41263195,long haul truck driver,$29.00,"No degree, certificate or diploma",Will train,73300,3,2346503 Ontario Inc.,Mississauga (ON),"June 13, 2024",Full time,Permanent employment,32 to 40 hours per week,2,Yes
41262613,cook,$17.55,Secondary (high) school graduation certificate,1 year to less than 2 years,63200,3,Thai Cuisine Experts Inc.,Mississauga (ON),"June 13, 2024",Full time,Permanent employment,35 hours per week,1,Yes
41262594,nail care technician,$17.60,Other trades certificate or diploma,2 years to less than 3 years,63211,3,From M Tokyo,Toronto (ON),"June 13, 2024",Full time,Permanent employment,30 to 44 hours per week,3,Yes
41262249,food service supervisor,$18.00,Secondary (high) school graduation certificate,1 year to less than 2 years,62020,2,Rob Prober Enterprises Inc,Thunder Bay (ON),"June 13, 2024",Full time,Permanent employment,40 hours per week,4,Yes
41258402,sales supervisor,$22.00,Secondary (high) school graduation certificate,1 year to less than 2 years,62010,2,Seoul Trading Corp.,Calgary (AB),"June 12, 2024",Full time,Permanent employment,30 hours per week,2,Yes
